,0
0,24.350440520833487
1,6.336424618721392
2,-4.360780882855086
3,-29.682596428148443
4,52.3009494418827
5,47.804486034182325
6,10.716578325674186
7,-14.678204347634827
8,-59.46616791280681
9,65.40903788624308
10,70.6618091132911
11,14.683044086472918
12,-19.84464283606635
13,-94.30867671430624
14,78.63480149467483
15,93.80250870212564
16,18.62895875989823
17,-27.35945169753866
18,-127.02917571786554
19,91.25215535609838
20,117.8731783220269
21,26.40262598526606
22,-40.096970053026034
23,-158.75334806906605
24,104.43857692189049
25,139.10877826684057
26,28.327985687490642
27,-40.96111733311653
28,-194.23658200179744
29,116.69732940866679
30,163.6322844224951
31,31.49441351523503
32,-48.52532523056565
33,-226.6210605745466
34,131.51375716685155
35,185.43418024435118
36,32.72723105188273
37,-57.89997513078324
38,-255.09755179100225
39,142.5094742810864
40,206.6067006113321
41,41.35596346839776
42,-58.55577853212592
43,-295.23871828739146
44,154.6601594888614
45,233.8757997936061
46,42.884187458682455
47,-73.9255945851582
48,-320.8169106146955
49,85.81566644500383
50,219.04057886836517
51,25.899371681679018
52,-64.40768321997447
53,-303.0255753163836
54,74.83655764188613
55,186.97307239618155
56,30.57076472539908
57,-55.595520966247754
58,-273.46251533850597
59,61.85817895964241
60,160.80899451919825
61,29.34726547644395
62,-50.04414538174382
63,-238.6479351148426
64,50.739898845164255
65,136.3233926967005
66,23.814462893054955
67,-47.35554438580598
68,-200.19985159042207
69,36.360903907664664
70,116.7081568504388
71,16.864363684166594
72,-36.80518127933476
73,-169.80588470421782
74,23.88616099730316
75,90.74751101957709
76,15.347081450710709
77,-30.385153934254472
78,-136.27324107463645
79,11.432669841337505
80,69.56382308032478
81,8.94687529980267
82,-22.021598611201963
83,-104.59941115155999
84,-1.546491577144038
85,44.80979056860419
86,6.746573823492219
87,-16.147317580408505
88,-70.54019677584317
89,-14.241519283487081
90,21.942540507103157
91,1.5931453719903899
92,-8.876380463783528
93,-37.591348953382195
94,-26.689508106994985
95,-1.3418457144301912
96,-2.0295924879850906
97,-2.486312414554992
98,-2.486312414554992
