,0
0,2.0000000000000004
1,2.0
2,2.101912853043098
3,13.283708781704531
4,29.861495688367203
5,119.84676236950254
6,90.3311186529507
7,81.30963661221863
8,57.60690216968256
9,43.57578464938172
10,37.21725905488121
11,-218.11224846750497
12,13.873658893154783
13,12.34544378038238
14,11.11025804667054
15,300.3901443683618
16,15.461098424046638
17,15.325704197791223
18,12.317302261169338
19,11.372696792628533
20,9.9927885879465
21,9.378232795976826
22,-0.6486642450317381
23,14.27504049547701
24,4.311068619853975
25,6.549837871733799
26,3.1723573690685125
27,3.229742199272634
28,1.7311457002870956
29,0.8025828403472879
30,-0.12776428487748515
31,-1.0866827470265017
32,-2.671123774157458
33,-2.7219733732628537
34,-6.126729593803004
35,-4.436617446808011
36,-7.277975762657651
37,-6.905042130621486
38,-13.056482555684367
39,-8.780569881621346
40,-16.48277164835554
41,-21.9609997960275
42,-26.835684823752647
43,-4.486616368722496
44,-28.772455561344557
45,-33.18130512164774
46,-33.539439266684624
47,-51.93081462925142
48,-70.85530718407689
49,-89.71806672514721
50,-78.85781033394635
51,-59.631658036295384
52,-29.381065300709885
53,54.15939138388065
54,119.94509940760803
55,154.5824042796044
56,181.56015306057915
57,163.84202480886233
58,107.43919438590343
59,98.25700368675227
60,65.13576552178523
61,59.973687492477225
62,62.23520627813883
63,38.237658361639056
64,33.943341328502186
65,39.47623731087724
66,32.446813375587524
67,-12.582251667017097
68,60.921398653089874
69,28.46035624286336
70,15.730231821462937
71,13.610512253093177
72,12.31825751448401
73,11.532146855615766
74,9.269794245706953
75,6.117864013330809
76,5.304458623931252
77,4.976671898643925
78,-0.1545102123916564
79,-4.036260888382159
80,-23.740429392861362
81,-2.2081593478344708
82,-10.505260921250592
83,-12.788792968201346
84,-11.849060387722377
85,-14.247169119585346
86,-20.905652312715127
87,-19.079844867988083
88,-27.42141326981273
89,13.474592766225202
90,-29.991256618812745
91,-34.301967005108565
92,-41.115586443669635
93,-43.50966807011769
94,-61.2648318251432
95,-60.99007310348914
96,-81.09752250801594
97,-110.33941436315664
98,-145.5259519567822
99,-183.37065538357345
100,-156.45800044809664
101,-122.31735196490916
102,-62.902001260444734
103,84.26531256061406
104,178.81230803789822
105,232.19825691953588
106,271.9007128971844
107,245.83373676529297
108,166.12806073893083
109,133.45054994134543
110,105.34895215109773
111,82.28821153288423
112,91.81849375370543
113,67.40578447923507
114,64.5117099975534
115,42.86080994795238
116,44.42912516108066
117,55.98065945682018
118,18.523794711234665
119,31.39840467811128
120,29.653255950014223
121,18.32819562487309
122,21.07528754900434
123,16.232259597439125
124,12.210812559910078
125,13.833035705914654
126,-0.25272490152294935
127,-16.621019797566916
128,20.97293389855226
129,3.3287705989901717
130,-27.587900175925384
131,-9.436072300937681
132,-13.642054839054119
133,-16.86388708596631
134,-30.901198493221482
135,-15.004383624197981
136,-25.088950823492162
137,-33.37081561694255
138,-29.879935999916007
139,-51.93267269647905
140,-12.479000521008254
141,-52.30453404007207
142,-56.927693586553914
143,-75.61424469941636
144,-81.14457811216514
145,-102.03943857613673
146,-125.3098694066701
147,-156.17440093573776
148,-228.38963451213723
149,-275.23919339555266
150,-235.44388924171878
151,-188.73004018346396
152,-92.22427916603975
153,113.59820437979923
154,239.32963605425317
155,310.0758198748781
156,362.1397141765499
157,319.4638251770785
158,233.37821727096463
159,170.2208064432995
160,154.78701191570332
161,116.54345844830871
162,98.61180736204122
163,92.47965678494685
164,86.25780487865508
165,32.228445883250245
166,84.35555956291196
167,61.00637336206338
168,41.53416238007601
169,41.83636613934194
170,31.221217002285417
171,26.670277076951354
172,24.670217164969976
173,14.702795432306015
174,22.249205927036275
175,21.038920015396645
176,21.91991952738226
177,18.01989794966552
178,-36.03922863635089
179,-19.24842222173284
180,-35.537429288506225
181,-8.662421601401515
182,3.8720134247536286
183,-16.261509254654083
184,-27.7644356343556
185,-34.268350720209284
186,-41.23337130777882
187,-45.60624347561948
188,-48.88434689588239
189,-56.648587058040434
190,-19.278940785316667
191,-77.78030909137223
192,-87.9723983550038
193,-93.56050905579316
194,-114.07233073662049
195,-137.09053003795768
196,-173.79914353149405
197,-202.35252934727342
198,-307.73647917978343
199,-367.6522578606978
200,-325.4983186880705
201,-235.5930091644608
202,-129.40300437169927
203,141.31357040222136
204,298.9950862829067
205,390.0988238553813
206,455.5684718893944
207,405.2834930528544
208,279.40869816315893
209,220.69089585763857
210,176.8689450933638
211,152.77348581585136
212,129.25372382594213
213,117.51323629977817
214,88.00969521715984
215,46.30791805349199
216,112.05882802449763
217,69.70899451869083
218,65.5460605138547
219,9.602965835995736
220,82.02562850036132
221,10.774549391640242
222,48.45682095122861
223,49.42784966036129
224,-7.40138362778886
225,4.63423161252674
226,6.133479677425946
227,-3.479130746465664
228,63.85124859737523
229,-60.56143251295642
230,-45.294864110710265
231,12.698296405149634
232,-11.64060515541765
233,-47.54279307673315
234,-20.432982803277877
235,-38.03084579248361
236,-83.01825308020216
237,-18.3364396268213
238,-88.80978077680757
239,-63.79467690944862
240,-34.77689878250123
241,-82.93712897195115
242,-112.43286180310052
243,-116.93888803504704
244,-147.20824464881278
245,-179.79391642312459
246,-196.05444950246385
247,-275.860096777087
248,-377.73631883712363
249,-460.06532232587284
250,-393.7398154028656
251,-308.4687374157857
252,-162.50843744665056
253,169.95280798438893
254,358.5118659977351
255,471.78880492195674
256,540.1645098665571
257,491.04145651190345
258,337.7086365275384
259,252.8478664266065
260,225.04147802640784
261,181.79702616963
262,148.842917690704
263,135.05154883588145
264,120.13259603680648
265,102.55201687907478
266,91.4522119605774
267,98.53140181928754
268,34.838718823429815
269,42.77260643214209
270,67.98101201345918
271,46.099123324807145
272,35.986854045602534
273,33.95555260302352
274,53.590867722511426
275,-36.25239898582322
276,42.043693553230455
277,-4.842007063746934
278,1.9445532297002188
279,-18.355108930397712
280,-6.907919360284787
281,-35.177263730115094
282,-20.236812533579673
283,-81.6180506853259
284,-14.589781284998438
285,-37.0669673179167
286,-51.20888926329226
287,-102.44059959902695
288,-42.00978062623051
289,-96.66001939110203
290,-59.961000759870316
291,-96.14782217016283
292,-132.64992423582055
293,-145.8114557055583
294,-167.60745500497708
295,-217.23913134224125
296,-241.14407625368983
297,-329.8478285562192
298,-455.29710659833313
299,-552.4783867911416
300,-472.8877784834393
301,-379.4600803669167
302,-187.0944809367958
303,189.53067653161816
304,428.336536425991
305,545.4893809284212
306,637.2865822533979
307,573.324796375327
308,384.92604815020616
309,311.52055845214653
310,253.39293521901183
311,208.2715612704411
312,151.55175995421644
313,189.1871456466294
314,130.2670238867778
315,130.1439052192581
316,109.47970227134363
317,64.75108240698013
318,87.75716989814607
319,36.78129200381086
320,100.34630691834411
321,42.71121170079173
322,40.48287818328333
323,35.22457628909148
324,69.40903464286396
325,-20.495308099028442
326,-32.26276612120316
327,39.86806861463421
328,2.8788410197622127
329,-38.623454169379734
330,-2.886762247290342
331,-14.18653467958908
332,-46.72403983086948
333,-18.119036786604426
334,-53.7439400603823
335,-86.88345007542608
336,-55.040572294969614
337,-70.69027703610242
338,-98.35518512504304
339,-126.7710680342038
340,-82.6080416327608
341,-81.14156828161612
342,-147.55533716850255
343,-177.90813602862164
344,-200.67440879153952
345,-238.50654314867947
346,-296.9747548030144
347,-378.1759929398269
348,-535.8947549167005
349,-644.891451256215
350,-564.3948997723646
351,-443.0367604280767
352,-217.46646937518943
353,218.25175853391244
354,486.43327177613617
355,622.2903432954263
356,723.6771587344206
357,657.9735601469933
358,463.9419018050628
359,329.6394270522094
360,283.4708818928284
361,278.81363906392045
362,169.16968862910142
363,181.44528773127266
364,176.56143452925298
365,136.819570456848
366,109.56709716063173
367,85.19093630442498
368,103.66383962302183
369,49.94174452662126
370,82.88716162637843
371,49.99496500495315
372,41.78412609531357
373,12.809348708065826
374,59.8453678638311
375,31.064975266971828
376,-4.571687813403003
377,43.56137766725965
378,-40.04506842716449
379,-62.826901660118395
380,12.473036459859976
381,-7.939165850157082
382,-33.97995386472363
383,-88.62092747220984
384,14.552751940721365
385,-107.179271461602
386,-145.99501971098493
387,-24.05881349335015
388,-135.42548619526772
389,-57.63797926488934
390,-86.80888599774316
391,-152.8236512955088
392,-172.10086674174275
393,-194.30649194865967
394,-229.36058911745772
395,-268.68906507920974
396,-345.3471876684562
397,-421.78854367069806
398,-622.1122571256572
399,-737.3045157213886
400,-631.1837046445801
401,-503.5513003719998
402,-253.1400388892353
403,250.35379451614182
404,548.4893955488781
405,699.428318517279
406,817.8887056656223
407,728.4879060627238
408,505.6261821274228
409,394.26356542382024
410,321.1125418602574
411,280.3542778722843
412,229.11245348125232
413,208.80645697335964
414,184.03993552628162
415,126.36235695497699
416,95.41057592655733
417,112.06734408301688
418,114.53749801153279
419,119.37573857912564
420,65.53131755494323
421,76.48576851533927
422,44.8318087838695
423,16.833687865443814
424,77.56087496895336
425,-44.32712450759446
426,18.4720711017059
427,70.21230254064648
428,-31.416810718455146
429,-44.5987526603
430,19.598426292148474
431,-57.2519834334253
432,-14.287568162290043
433,-77.3800762524095
434,-53.814595854000835
435,-114.81991889282561
436,-26.399805266746235
437,-128.45408592506845
438,-88.14942516634171
439,-129.27453584321657
440,-117.57009323793088
441,-157.69073044775172
442,-190.18720564482015
443,-228.27873945214438
444,-255.4309633729783
445,-318.19954547643727
446,-368.41211896707904
447,-485.3552254921336
448,-701.9880249394225
449,-829.7175801865588
450,-710.3316677251537
451,-570.1901205504109
452,-281.26815340937196
453,287.21746148020077
454,585.0697919907018
455,790.1504013581422
456,907.1970186058653
457,828.9905034191119
458,539.4839399060878
459,439.15600480760105
460,370.9955710415667
461,285.8302436522555
462,275.56123553613963
463,248.02752792073068
464,152.13325203382055
465,168.53939704109155
466,161.27222344632486
467,133.512713710914
468,103.72982874561653
469,100.2717365840251
470,83.06026723888849
471,24.618342020298556
472,101.66742957475172
473,4.728001054539632
474,34.637706181215755
475,49.42141208744388
476,-12.327030281679363
477,25.78634681260006
478,16.97766331474071
479,-19.345628036388618
480,-52.02381807317913
481,-22.26797178228246
482,-57.73690743124238
483,-30.81485881872581
484,-93.28504191828202
485,-84.90004662914252
486,-97.33731186600014
487,-119.89049585529887
488,-161.65386544103998
489,-53.225446301953916
490,-164.21735217253186
491,-164.59033177405934
492,-209.29725382653962
493,-262.2587917333776
494,-277.85178386143184
495,-348.70164877210726
496,-415.5062285527755
497,-544.2322439272153
498,-768.2880252249627
499,-926.1306446517339
500,-793.479630805723
501,-637.7668006115764
502,-316.6359639057707
503,252.38470466869887
504,548.2384444535817
505,702.4920464063922
506,820.1401957518941
507,741.8953188868564
508,467.01899425741897
509,429.78434626259786
510,301.00393721426764
511,291.4361386005115
512,216.31971435302955
513,194.74332196496036
514,176.2922403562239
515,154.95421350479165
516,128.5050360799751
517,117.76359862885765
518,179.60324171843655
519,4.505085611278936
520,50.87257232763509
521,39.21957138425469
522,25.04062003706231
523,68.79799302326184
524,54.68461753796827
525,47.285501539885644
526,64.89200907519343
527,-47.77839363354097
528,-48.52586008620907
529,-23.65385300763112
530,-8.576552586130326
531,-45.02493125284257
532,-41.770463828250115
533,-67.64298339251606
534,-59.48974986077804
535,-63.485499349341445
536,-88.2146010877527
537,-112.40996160913141
538,-133.80823622537096
539,-99.3762313156532
540,-156.21434966150005
541,-190.91811698944827
542,-189.20049802988004
543,-213.79831726133602
544,-310.5063665316843
545,-287.95162674252686
546,-364.7936136331813
547,-513.4553936437926
548,-704.0412393548335
549,-833.7175801864825
550,-714.3316677251523
551,-574.1901205504321
552,-285.1824978138363
553,227.17671333507914
554,482.3382364233588
555,629.7281113082028
556,720.0065842779084
557,662.0049125797478
558,434.5328847704675
559,345.89258640710517
560,289.7697846733607
561,247.43860448852928
562,198.4832798671343
563,181.3971529435978
564,152.5347385398632
565,139.38676481459478
566,95.96495793449033
567,109.92414076759793
568,108.93871352554196
569,43.26466456197853
570,91.0121626993643
571,56.92159089183946
572,-9.864282696510962
573,45.15187012692312
574,53.36985664780958
575,59.5116937175435
576,70.60719390037828
577,-55.22654846725317
578,-49.04055412804009
579,7.169294341620613
580,-48.15751963852488
581,-43.45936367515968
582,-54.45824850120484
583,-85.47080100409853
584,0.1613421163746409
585,-105.43604991990918
586,-74.66980407447465
587,-62.75068349172219
588,-88.88337581537886
589,-140.2824446853792
590,-116.34352475207166
591,-165.77282757056633
592,-173.38369799732422
593,-203.23984883074607
594,-249.81618479677348
595,-273.86015976686286
596,-347.777743114495
597,-454.5386673623861
598,-609.6100545084546
599,-759.2739110535183
600,-618.5499006963213
601,-498.20151238189055
602,-264.67074687314295
603,203.92923416558907
604,422.7555158139795
605,546.3241590514008
606,629.0553827298972
607,566.2142504581591
608,390.9993183822715
609,318.16053964755486
610,246.06425536338472
611,209.48130707938972
612,179.69522799915526
613,138.80158554277332
614,168.79650490264274
615,92.47159724001985
616,96.52416176166767
617,48.236047862463494
618,109.85871779293088
619,67.01817844451429
620,65.55533138413772
621,56.35375977003498
622,16.20110779735917
623,20.36620417150381
624,35.162754441524946
625,8.905764022880014
626,88.74904946517148
627,-100.24099601759583
628,35.40150128490893
629,-38.078857113212905
630,-8.045192215027086
631,-25.339859531299247
632,-26.57911502079635
633,-73.59559103795998
634,-27.216815967272545
635,-69.95939108040616
636,-57.12157263906548
637,-102.17781870337372
638,-72.32724050902472
639,-89.37234550208117
640,-155.26085622769247
641,-128.82679068250712
642,-150.53346252579658
643,-183.25568747330666
644,-209.45208002374116
645,-227.47878862414782
646,-301.10666782813445
647,-389.07231666913367
648,-552.1203555918847
649,-648.8914512562043
650,-556.0357415640076
651,-447.03676042810224
652,-222.28406420342083
653,171.00532215385422
654,365.3730734019227
655,467.2101954024257
656,545.1540662964755
657,483.18686923334207
658,349.7174794153572
659,246.8255980531353
660,219.03488848183184
661,177.24520795817432
662,104.42373355255485
663,183.21665226016393
664,88.18445420757826
665,119.49903930999994
666,93.01945333031014
667,59.17954295477745
668,72.60535685847901
669,90.35996700278925
670,6.260937070644346
671,46.56298436688644
672,24.196079550459437
673,21.737443254855826
674,39.076151204119114
675,23.907767957381587
676,15.411686120857304
677,-25.726473468493438
678,-3.6419141289503187
679,-19.81039794971018
680,-7.392842920943998
681,-47.53748540584013
682,-53.59404120022759
683,-2.0246826134933116
684,-35.781682550511285
685,-79.57626534731155
686,-42.607952118936865
687,-61.41977433785151
688,-123.81031941323339
689,-43.81218255777064
690,-103.65763760446266
691,-122.15071083556239
692,-121.84599613688806
693,-163.09652576264756
694,-182.83182796877327
695,-198.23576271103337
696,-271.4330438909478
697,-327.28367839108597
698,-467.65115004504884
699,-556.4783867909613
700,-476.88777848343267
701,-383.46008036695724
702,-190.82783035982465
703,144.99010721032968
704,288.46269660737266
705,405.353028694593
706,456.1981866363376
707,405.0343282360429
708,271.136946735822
709,224.76448236324842
710,172.38448634971348
711,143.54057427223842
712,132.71802644349285
713,144.47699027442474
714,55.794374308320016
715,80.44269030663331
716,83.35688576350142
717,58.544002239242054
718,71.05905618357333
719,20.909416884140164
720,56.01044218459394
721,3.2478213419726565
722,42.21430329846676
723,14.261745551652272
724,34.1816630513283
725,32.35684878958622
726,-13.591665488749793
727,26.07172176764383
728,-47.01866053896841
729,-15.676988097976796
730,-2.235774514900868
731,-34.73209286753676
732,-26.822444485757213
733,-31.944646466357973
734,-29.181074057225587
735,-35.087885795058945
736,-101.90657320069141
737,-23.992349055483864
738,-66.47198425235823
739,-56.71583529210533
740,-81.00099710882303
741,-100.82228115571911
742,-117.50639983061895
743,-139.82796505686056
744,-149.72713960709828
745,-168.0316496903691
746,-208.2906077935691
747,-290.6830986015305
748,-385.45287290548424
749,-464.06532232586574
750,-397.73981540286087
751,-319.8834003057939
752,-159.40985553929315
753,118.96491232859724
754,238.3446576638736
755,319.74482083855224
756,359.3645270739516
757,323.7129502911671
758,219.82813535070343
759,171.4316017001125
760,149.0516809744995
761,121.15393612583824
762,106.06388416375934
763,73.80866630859816
764,79.24080825079605
765,72.84508937119361
766,53.53489482229268
767,42.09341473622663
768,38.25113374245426
769,49.16875665579523
770,18.71367275772462
771,41.24668749033766
772,9.985029367804099
773,9.467480349535151
774,32.400695291763704
775,-7.997819604073975
776,18.30949169640883
777,-13.56106388183953
778,-4.262115616348705
779,7.459295973908375
780,-14.02998826065982
781,-29.61799065475823
782,-43.238796862890894
783,-4.146872746370711
784,-23.265237018806673
785,-39.12619114021609
786,-66.4125246978462
787,-10.446729267184374
788,-81.0265046677201
789,-64.30829171861596
790,-44.49923703097935
791,-77.90334792005682
792,-134.4852555409779
793,-66.48122786002197
794,-114.72056169265609
795,-146.74775219336843
796,-178.2725287775224
797,-240.9092636927961
798,-294.40494431936946
799,-371.6522578606887
800,-318.59185232228646
801,-256.3067202446313
802,-127.9185313288253
803,86.8490392186188
804,183.2754842461527
805,237.41349483955455
806,270.43017325994055
807,228.61179083674577
808,182.21607776879443
809,130.2594794566152
810,102.20395493969869
811,90.71538476602203
812,75.14257265109414
813,69.1541981208037
814,53.1105884342975
815,46.280665798722254
816,63.269243972718044
817,28.35022313887725
818,37.151919524399
819,33.74070816024144
820,8.810532371733792
821,5.549010458913095
822,-39.664784696600286
823,64.10196078049424
824,5.466072961735957
825,11.383569833771645
826,3.7807975328525423
827,0.9111900964300368
828,-4.610304501545759
829,-2.926437372464008
830,-12.431558879670845
831,-11.957591719299554
832,-16.18896938339409
833,-21.381221048736077
834,-22.109623959525315
